UID,DV,Zip Code,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105
5337,0,500072,SOUTH,Hyderabad,35,male,graduate,,719,75532,Yes,Yes,salaried,CALLIDUSCLOUD INDIA PRIVATE LIMITED,fedfina-personal,7493,68,300000,7080,26910,fedfina-personal,3,5,264,0.71,157590,-2,1,3,10,94.6,43,3,41362,1,0,2,78.55,12,78.55,395474,8,RVLRPLUS,1,1,-1,5,273768.75,4,347831.1,119,6,170363.75,0,4.17,0,5,6.9,0,2,146044,26,4,5,7,0,91,103405,18,90,-1,7,0,136590,26,2,4,0,227802,72.47,25,360,13,61,61.33,0,244426.1,5,12,45,0,0,1,25,68000,2266005,0,15295,"15,295","18,66,299",1866299,0,1866299,0,0,26,695
5338,0,400101,,Mumbai,39,male,graduate,,702,121100,Yes,Yes,salaried,symphony hospital,overdraft,8877,60,600000,14160,71583,overdraft,1,3,364,-2,398100,-2,0,0,7,10.97,0,2,0,2,0,1,122.96,12,122.96,254529,2,REVOLVER,0,0,-1,2,735761,2,3248471.85,84,2,741373,0,5.88,0,2,4.65,0,0,110716,59,1,5,8,0,0,0,50,100,-1,52,0,0,59,1,2,0,254529,100,56,484,7,42,74.47,0,1700321.85,2,12,93,0,2,0,30,0,14100000,0,47751,"47,751","49,28,431",4928431,0,4928431,0,0,30,765
5339,0,411041,,Pune,28,male,graduate,,767,52068,Yes,Yes,salaried,OSB INDIA PRIVATE LIMITED,fedfina-personal,12697,60,500000,11800,57750,fedfina-personal,3,1,196,8.26,18105,-2,0,2,8,4.15,0,0,34266,1,0,2,86.14,12,49.64,51684,0,RVLRPLUS,1,0,0,2,65394.75,1,74385.5,67,2,13995.75,1,3.08,12,0,2.17,0,0,32058,10,12,2,3,0,50,51399,7,100,-1,33,0,14893,11,0,0,-1,14893,100,10,236,4,43,65.11,2,22986.5,2,7,16,0,1,1,10,4040280,4360549,0,0, -   ,"36,70,272",7704789,4034517,3670272,0,0,11,735
5340,0,411041,,Pune,34,male,graduate,,762,34700,Yes,Yes,salaried,,term,3614,36,100000,2360,11083,term,3,4,300,-4,133254,3250,1,1,10,52.68,0,0,3250,2,0,1,95.17,12,0,70643,0,TRANPLUS,1,0,1,1,137120.65,0,137072.65,86,1,133870.65,4,0,6,1,0,3,2,63780,15,7,0,5,0,18,3250,10,89,-1,13,0,3121,17,0,2,-1,0,0,14,299,5,43,39.52,5,133870.65,1,10,71,1,2,2,14,1775000,519479,0,0, -   ,"3,26,052",1964348,1638296,326052,0,0,16,750
5341,0,410506,,Pune,47,female,graduate,,673,6000000,Yes,Yes,self-employed,MAHESH SAHAKARI BANK LTD.,sme-term,46614,36,1500000,35400,213069,sme-term,5,2,182,-1,-1,0,-1,6,11,-1,-1,0,0,0,-1,3,-1,12,-1,-1,17,NOBC,0,-1,-1,-1,159255,5,159255,64,-1,-1,-1,9.68,-1,-1,15.15,-1,-1,-1,6,-1,6,0,0,-1,661526,6,-1,0,-1,1,-1,6,1,0,0,-1,-1,1,-1,2,32,-1,-1,-1,-1,2,56,1,5,4,1,3994671,1500000,81224,0,"81,224","11,70,485",3567261,2396776,1170485,18009,0,6,670
5342,0,395005,,Ahmedabad,59,male,under-graduate,,715,,Yes,Yes,self-employed,Orange business services india solutions pvt ltd,sme-term,18054,42,500000,11800,51497,sme-term,8,5,270,0.65,519079,585682,0,1,17,15.72,8,3,585682,1,8,2,96.88,12,96.88,1029505,6,RVLRPLUS,1,1,-2,4,783274.65,9,892858.1,169,4,207798.65,0,5.95,0,3,9.89,0,0,204962,45,3,10,12,0,101,585682,29,43,-1,19,0,204963,47,3,5,1,956817,98.85,24,396,16,90,81.12,0,317382.1,4,12,87,7,2,9,10,9649035,1443661,0,82007,"82,007","10,57,652",8774125,7716473,1057652,1060221,0,21,724
5343,0,302039,,Jaipur,51,male,graduate,,735,58200,Yes,Yes,salaried,RUCKUS WIRELESS PVT LTD,chqbook-term-loan,10846,36,300000,7080,36951,chqbook-term-loan,4,1,376,3.12,1268344,-2,0,0,8,17.83,0,9,-2,2,0,1,110.67,12,101.75,2912241,11,RVLRPLUS,-2,0,-1,10,0,10,668817.95,184,10,0,0,5.41,0,10,10.87,0,0,562820,26,2,10,18,1,75,0,8,74,1,15,2,357092,27,3,8,1,1811954,67.22,25,420,30,91,95.85,0,0,10,12,97,0,1,2,18,2854148,3792362,0,567719,"5,67,719","29,26,635",5585766,2659131,2926635,0,0,20,693
5344,0,500039,SOUTH,Hyderabad,38,male,others,,761,40000,Yes,Yes,self-employed,,chqbook-term-loan,4718,39,135000,3186,13310,chqbook-term-loan,2,1,338,0.87,224760,-2,0,-2,12,27.87,0,4,-2,1,0,2,97.39,12,83.73,222006,9,REVOLVER,-2,0,-1,5,466300.95,4,758206.35,98,5,466300.95,0,4.12,0,5,8,0,1,52987,23,4,4,6,0,106,-2,17,50,-1,22,0,52987,23,2,4,0,58612,40.12,23,406,7,48,71.86,0,758206.35,5,11,43,0,0,0,22,0,466582,0,8817,"8,817","3,08,612",308612,0,308612,0,0,22,726
5345,0,380015,,Ahmedabad,53,male,under-graduate,,768,,Yes,Yes,self-employed,ACCENTURE SOLUTIONS PRIVATE LIMITED,sme-term,37747,42,1019616,24063,104649,sme-term,1,-2,194,-2,12810,0,1,3,3,100,0,-2,163608,1,0,2,23.6,11,-2,41304,4,TRANSACTOR,2,0,0,0,1170578.8,4,1169646.55,86,1,32018.8,21,4.82,999,0,6.67,6,1,12029,43,12,4,10,1,4,245412,27,-2,-7,7,1,8198,50,2,1,0,0,-2,21,165,12,55,12.8,999,31086.55,0,5,166,10,5,13,8,25900000,3901829,89426,55966,"1,45,392","80,93,810",24329551,16200000,8093810,15406810,0,23,756
5346,0,560094,SOUTH,Bangalore,47,male,graduate,,703,,Yes,Yes,self-employed,,sme-term,19501,36,522998,12343,75368,sme-term,2,1,242,1.33,4396,0,0,1,3,0,0,1,0,2,0,1,99.77,11,99.77,31743,10,REVOLVER,0,0,0,1,248419.6,1,252920.85,67,1,500.6,0,6.15,0,1,2.86,0,0,29931,18,4,4,2,2,100,258359,16,100,1,18,2,29931,20,2,1,1,29931,100,12,259,4,35,99.77,0,5001.85,1,7,63,4,4,6,6,3656546,174355,0,0, -   ,"29,931",3538294,3508363,29931,0,0,12,737
5347,0,380055,,Ahmedabad,49,male,under-graduate,,800,,Yes,Yes,self-employed,2 DEGREES CLICON PRIVATE LIMITED,sme-term,36972,36,1000000,29500,146235,sme-term,4,3,194,-5,76592,0,2,11,9,100,25,0,1729290,1,0,2,42.44,12,0,42444,0,TRANPLUS,2,0,0,0,6932792.8,6,7994886.9,145,1,77561.8,15,4.23,999,0,8.22,6,2,74446,32,8,6,4,0,3,6917160,27,-2,-1,42,0,272,35,0,0,-1,0,0,14,255,8,71,9.1,999,270377.9,0,8,49,1,3,15,9,20100000,5351039,50467,0,"50,467","9,42,404",12059830,11100000,942404,1294340,0,28,737
5348,0,500039,SOUTH,Hyderabad,55,male,graduate,,728,140000,Yes,Yes,salaried,J P MORGAN SRVICES INDIA,term,11569,36,320000,7552,39413,term,2,1,388,1.37,720615,-2,1,0,5,54.17,13,0,0,2,0,1,107.74,12,108.38,1103312,13,RVLRPLUS,0,4,-1,3,310698.6,0,194523.05,86,3,310698.6,0,0,0,3,0,0,4,172781,16,1,0,8,2,108,0,8,77,2,12,2,430400,16,2,5,2,1053313,95.47,15,445,16,50,89.34,0,194523.05,3,11,99,1,1,1,14,1113624,2973548,0,0, -   ,"30,77,453",4142784,1065331,3077453,0,0,15,688
5349,0,500072,SOUTH,Hyderabad,40,male,others,,712,30000,Yes,Yes,self-employed,,chqbook-term-loan,5908,41,165000,3894,14348,chqbook-term-loan,1,2,298,5.31,332705,0,4,2,4,58.49,0,3,156427,1,0,2,95.29,12,79.37,203569,3,RVLRPLUS,1,0,-1,3,706603.65,1,878052.85,68,3,546313.65,0,2.9,1,3,3.23,0,9,72871,30,5,2,4,0,79,160292,17,78,1,17,1,55559,30,1,2,1,55559,29.9,16,321,6,29,84.19,0,717762.85,3,12,25,6,0,6,6,1024000,1092058,0,102,102,"9,87,243",1285243,298000,987243,0,0,12,673
5350,0,122001,,Delhi NCR,40,male,graduate,,751,27809,Yes,Yes,salaried,MEDANTA HOSPITAL,chqbook-term-loan,4700,36,130000,3068,14409,chqbook-term-loan,7,1,310,1.11,167380,-2,0,-2,19,32.65,7,3,-2,1,0,2,80.59,12,113.42,708920,0,RVLRPLUS,-2,0,-1,6,137098.65,0,784106.5,99,6,137098.65,0,0,0,6,0,0,2,164639,17,4,0,14,0,103,-2,3,92,-1,5,0,161545,17,0,0,-1,217770,32.81,17,324,4,52,67.04,0,784106.5,6,10,103,0,0,0,16,0,1800922,0,0, -   ,"8,86,440",886440,0,886440,0,0,16,769
5351,0,360002,,Rajkot,32,male,under-graduate,,734,,Yes,Yes,self-employed,PAREXEL INTERNATIONAL (INDIA) PRIVATE LIMITED,sme-term,26730,36,715000,16250,93248,sme-term,-2,-2,180,-2,-2,-2,-2,1,1,-2,0,-2,0,1,0,1,-2,7,-2,-2,20,NOBC,0,0,-1,-2,0,1,0,13,-2,-2,-2,7.14,-2,-2,12.5,-2,-2,-2,4,-2,1,1,1,-2,14384,3,-2,1,-2,1,-2,5,1,-2,1,-2,-2,2,-2,1,6,-2,-2,-2,-2,1,18,3,1,3,2,3931720,535760,0,0, -   ,"5,10,846",833256,322410,510846,0,0,5,695
5352,0,201318,,Delhi NCR,35,male,graduate,,773,59200,Yes,Yes,salaried,,term,8598,39,250000,5900,31363,term,2,2,112,6.38,128521,-2,0,-2,4,0,0,0,-2,1,0,2,106.99,12,45.79,42795,0,RVLRPLUS,-2,0,-2,1,130121.2,0,206444.6,41,1,130121.2,1,0,6,1,0,0,0,43685,4,9,0,2,0,46,-2,2,100,-1,25,0,18315,5,0,0,-1,18315,100,3,247,1,17,71.66,6,206444.6,1,4,25,0,1,2,3,1094913,193685,0,0, -   ,"18,315",1018640,1000325,18315,0,0,5,783
5353,0,400028,,Mumbai,33,male,under-graduate,,755,,Yes,Yes,self-employed,AGILE AIRPORT SERVICES PRIVATE LIMITED,sme-term,18965,36,510870,11800,74370,sme-term,1,3,153,-1,-1,0,-1,0,4,-1,-1,0,0,1,-1,2,-1,12,-1,-1,0,NOBC,0,-1,-1,-1,0,1,0,36,-1,-1,-1,2.7,-1,-1,5.26,-1,-1,-1,5,-1,1,0,0,-1,0,5,-1,-1,-1,0,-1,5,0,1,-1,-1,-1,3,-1,3,17,-1,-1,-1,-1,4,14,0,0,2,3,790000,51700,0,0, -   , -   ,621972,621972,0,0,0,5,738
5354,0,560078,SOUTH,Bangalore,26,male,post-graduate,,762,44800,Yes,Yes,salaried,Acharya institutes,term,10157,60,400000,9440,57079,term,4,1,273,1.72,39106,0,0,0,7,10.75,0,1,0,2,0,1,103.99,12,103.98,83172,0,REVOLVER,0,0,-1,1,50875.5,1,153353.75,54,1,50875.5,0,1.96,0,1,3.03,0,0,38890,7,2,1,2,0,104,0,5,-9,-1,20,0,36392,7,0,2,-1,36392,52.69,6,317,8,36,97.68,0,153353.75,1,11,28,1,0,1,6,1650000,1209253,0,981,981,"9,73,670",2682587,1708917,973670,0,0,7,681
5355,0,226004,,Lucknow,26,male,others,,756,60000,Yes,Yes,self-employed,ABBOTT INDIA LIMITED,chqbook-term-loan,7144,36,200000,4720,24742,chqbook-term-loan,1,2,369,9.5,407786,-2,0,-2,5,20.49,0,1,-2,2,0,1,83.1,11,26.68,240977,0,RVLRPLUS,-2,0,-1,2,499023,2,575108.2,38,2,499023,0,5.41,8,1,10.53,0,0,86119,5,9,2,4,0,27,-2,1,97,-1,19,0,23478,5,0,2,-1,23478,13.65,5,369,4,20,60.52,5,575108.2,2,10,15,0,0,0,5,0,294364,0,8982,"8,982","1,94,252",194252,0,194252,0,0,5,710
5356,0,560038,SOUTH,Bangalore,42,male,graduate,,702,51600,Yes,Yes,salaried,TOGGLENOW SOFTWARE SOLUTIONS PRIVATE LIMITED,fedfina-personal,10743,41,300000,7080,26084,fedfina-personal,1,-2,203,-1,-1,-2,-1,-2,1,-1,-1,-2,-2,1,-1,1,-1,6,-1,-1,0,NOBC,-2,-1,-1,-1,-2,0,-2,10,-1,-1,-1,0,-1,-1,0,-1,-1,-1,1,-1,0,0,0,-1,-2,1,-1,-1,-1,0,-1,1,0,0,-1,-1,-1,1,-1,1,6,-1,-1,-1,-1,1,4,0,0,0,1,0,200000,0,0, -   ,"1,15,154",115154,0,115154,0,0,1,725
5357,0,560022,SOUTH,Bangalore,32,female,graduate,,771,34000,Yes,Yes,salaried,TEAMLEASE SERVICES LIMITED,term,9190,30,200000,2360,16719,term,0,2,178,-2,10713,-2,0,1,2,16.3,0,0,0,1,0,2,15.1,11,0,24418,10,REVOLVER,0,0,-1,0,16304.85,2,38044.2,76,0,7166.85,999,2.7,999,0,4.26,22,0,70683,9,12,2,3,1,13,9138,6,100,0,59,1,14115,10,1,2,0,6016,29.88,8,156,7,45,12.46,999,28906.2,0,8,21,1,1,2,8,3629091,1019335,0,56,56,"7,46,732",4075239,3328507,746732,0,0,10,678
5358,0,401305,,Mumbai,40,male,graduate,,754,50000,Yes,Yes,salaried,Kelly Services India Pvt Ltd,term,6348,60,250000,5900,28875,term,1,1,200,-2,139360,-2,1,5,3,50.69,0,2,-2,0,0,3,111,12,116.12,292699,9,REVOLVER,-2,0,-1,2,21853,3,368088.6,65,2,0,0,7.14,0,2,11.54,0,2,166047,22,3,5,5,0,116,100290,14,62,1,16,1,166048,22,2,2,1,265833,100,22,474,7,24,84.47,0,80283.6,2,12,66,0,0,0,20,0,4902197,0,34667,"34,667","17,37,203",1737203,0,1737203,0,0,20,732
5359,0,500089,SOUTH,Hyderabad,30,female,post-graduate,,696,30981,Yes,Yes,salaried,ADP Private Limited,term,3809,60,150000,3540,17326,term,2,1,133,-1,-1,-2,-1,2,2,-1,-1,0,-2,0,-1,1,-1,10,-1,-1,0,NOBC,-2,-1,-1,-1,18666,1,18666,26,-1,-1,-1,8,-1,-1,7.69,-1,-1,-1,3,-1,2,0,0,-1,18666,3,-1,-1,-1,0,-1,3,0,0,-1,-1,-1,3,-1,0,12,-1,-1,-1,-1,0,16,0,0,0,3,0,364000,0,51,51,"2,71,284",271284,0,271284,0,0,3,699
5360,0,500072,SOUTH,Hyderabad,27,male,graduate,,690,37579,Yes,Yes,salaried,CRAYON SOFTWARE EXPERTS INDIA PRIVATE LIMITED,term,7489,24,150000,3540,15733,term,3,2,194,-2,145376,-2,3,0,9,57.9,0,0,0,1,0,2,111.04,12,0,194901,14,REVOLVER,0,0,-1,2,0,2,0,49,2,0,0,10.64,0,2,8,0,3,102771,7,7,5,5,0,91,0,2,-9,-1,13,0,39929,7,1,0,0,0,0,7,378,2,25,75.31,0,0,2,10,21,0,1,0,7,0,757927,0,1996,"1,996","4,46,964",446964,0,446964,-1,0,7,702
5361,0,560016,SOUTH,Bangalore,27,male,graduate,,764,43832,Yes,Yes,salaried,OPTIEMUS ELECTRONICS LIMITED,term,5010,66,200000,4720,17698,term,2,1,378,1.43,128258,0,0,11,10,45.18,0,1,223634,1,0,2,100.91,12,100.86,263124,0,RVLRPLUS,1,0,-1,5,2291472.65,1,3949180.25,94,7,307306.65,0,1.08,0,4,1.85,0,4,105820,24,4,1,9,0,-2,1984117,15,58,-1,13,0,0,24,0,1,-1,163391,73.49,24,426,7,51,64.13,0,536642.25,7,12,152,2,1,0,24,0,1900743,0,0, -   ,"10,73,618",1073618,0,1073618,0,0,24,724
5362,0,500080,SOUTH,Hyderabad,42,male,graduate,,769,67884,Yes,Yes,salaried,GEBBS HEALTHCARE SOLUTIONS PRIVATE LIMITED,fedfina-personal,7618,60,300000,7080,34652,fedfina-personal,10,15,212,1.5,228912,-2,0,0,27,7.77,0,1,0,1,0,2,97.2,12,76.87,618691,1,RVLRPLUS,0,0,-1,7,440798.85,0,826531.25,207,7,440798.85,0,0,0,7,0,0,0,111368,90,8,0,13,1,93,0,71,100,1,22,1,102119,90,1,4,1,202943,58.77,85,338,15,93,84.59,0,826531.25,7,12,62,1,0,0,67,0,2700354,0,0, -   ,"13,59,162",1359162,0,1359162,4193,0,67,769
5363,0,421306,,Mumbai,25,male,others,,732,32700,Yes,Yes,salaried,LEGATO HEALTH TECHNOLOGIES LLP,term,5423,36,150000,3540,16625,term,3,3,200,-4,112281,0,0,0,12,22.5,0,0,0,0,17,3,56.26,12,-2,217145,0,TRANSACTOR,0,0,-1,2,267486.15,0,532673.4,69,3,267486.15,2,0,6,1,0,2,0,68315,15,9,0,6,0,-2,0,9,-2,-1,29,0,0,15,0,0,-1,0,-2,15,260,2,31,38.28,6,532673.4,3,10,33,0,0,0,15,0,1230462,0,0, -   ,"3,92,769",392769,0,392769,0,0,15,761
5364,0,500092,SOUTH,Hyderabad,33,male,graduate,,773,78897,Yes,Yes,salaried,ARANCA (MUMBAI) PRIVATE LIMITED,term,10157,60,400000,9440,46201,term,3,4,298,6.7,182288,121664,0,7,7,24.48,9,5,121664,0,0,3,100.57,12,122.14,666974,5,RVLRPLUS,1,0,-1,7,1439226.7,4,2313936.55,204,7,1001467.7,0,2.86,0,7,3.92,0,0,292373,81,4,6,11,0,108,437984,70,55,-1,58,0,292373,81,4,7,3,361792,100,77,320,24,96,82.55,0,1466950.55,7,12,100,0,0,2,73,70450,5358514,0,9936,"9,936","25,98,460",2598460,0,2598460,0,0,75,754
5365,0,110075,,Jaipur,28,male,post-graduate,,736,56270,Yes,Yes,salaried,Stage 3 Ace Eventz pvt Ltd,term,4584,12,50000,2360,4341,term,0,0,236,3.72,120397,-2,0,0,5,8.6,0,2,0,0,0,3,91.67,11,91.67,61098,0,RVLRPLUS,0,0,-1,2,49154.65,1,161942.65,41,2,49154.65,0,2.33,0,1,4.76,0,0,48350,7,7,1,2,0,92,0,5,100,-1,31,0,44918,7,0,2,-1,44918,100,7,402,3,19,62.31,0,161942.65,2,10,13,0,0,0,7,0,300413,0,0, -   ,"1,26,248",126248,0,126248,0,0,7,743
5366,0,600116,,Chennai,31,male,graduate,,699,32414,Yes,Yes,salaried,MAX BUPA HEALTH INSURANCE COMPANY LIMITED,term,8812,48,300000,7080,34133,term,2,2,60,-2,38166,-2,1,-2,4,81.23,0,0,-2,0,0,3,112.86,12,0,113296,20,REVOLVER,-2,0,-1,1,53338.4,1,0,35,1,53338.4,6,8.33,6,1,5.56,6,1,65449,5,9,3,4,0,-2,-2,1,-9,-1,32,0,-2,5,1,0,1,32761,100,5,242,3,17,55.84,6,0,1,9,37,0,0,0,5,0,347332,0,0, -   ,"53,208",53208,0,53208,0,0,5,728
5367,0,110051,,Delhi NCR,32,male,others,,762,200000,Yes,Yes,self-employed,CEM SOLUTIONS PRIVATE LIMITED,chqbook-term-loan,10846,36,300000,7080,33254,chqbook-term-loan,0,0,408,-2,73330,-2,0,-2,1,25.59,25,0,-2,3,0,0,64.38,4,93.12,219282,11,REVOLVER,-2,1,-1,1,0,0,45316.5,18,2,0,0,0,0,1,0,0,1,68365,9,1,0,4,0,-2,-2,5,100,-1,7,0,68365,9,1,3,1,48423,22.08,8,416,5,15,27.51,0,45316.5,2,5,18,0,0,1,8,313000,428078,0,0, -   ,"2,19,282",219282,0,219282,0,0,9,720
5368,0,560050,SOUTH,Bangalore,53,male,graduate,,725,40720,Yes,Yes,salaried,HDFC BANK LIMITED,term,5423,36,150000,3540,16625,term,2,2,320,-2,74917,0,0,0,4,33.46,0,0,0,2,0,1,114.18,12,-2,125508,4,TRANSACTOR,0,0,-1,1,293924.4,2,208186.4,39,1,101758.4,8,10.26,8,1,9.52,8,1,85730,24,11,4,4,0,-2,0,20,100,-1,55,0,65189,24,1,1,1,0,0,24,325,3,20,70.97,8,16020.4,1,9,107,0,0,0,6,0,1113540,0,0, -   ,"6,59,985",659985,0,659985,-15,0,6,763
5369,0,400069,,Mumbai,38,female,graduate,,759,39000,Yes,Yes,salaried,TRAVEL UNRAVEL HOLIDAYS PRIVATE LIMITED,term,6348,60,250000,5900,28875,term,0,2,194,1.37,25086,-2,0,2,2,0,0,0,0,2,0,1,102.08,10,0,84725,33,REVOLVER,0,0,-2,1,320224.75,0,330368.75,46,1,26320.75,0,6,7,1,0,0,0,58047,6,8,3,1,0,70,293904,4,100,3,52,3,58047,9,3,1,3,0,0,6,340,3,15,78.06,7,26320.75,1,7,24,0,1,3,6,3513009,3098047,0,0, -   ,"15,19,898",1519898,0,1519898,0,0,9,789
5370,0,411023,,Pune,32,male,under-graduate,,779,,Yes,Yes,self-employed,R R Trends Pvt Ltd,sme-term,19247,36,510870,11800,66291,sme-term,4,0,296,1.63,266672,0,0,0,14,43.45,11,2,0,1,0,2,91.26,12,91.51,647220,8,RVLRPLUS,0,0,-2,3,224936.3,2,548316.4,84,4,225059.3,0,3.61,0,3,4.35,0,1,216443,22,3,3,9,1,85,0,12,99,1,24,1,186487,25,2,3,2,398058,73.55,13,348,7,48,74.52,0,549194.4,4,11,50,3,5,5,13,9070230,1602183,0,0, -   ,"11,02,191",5303811,4201620,1102191,0,0,18,754
5371,0,201003,,Delhi NCR,26,male,others,,704,30000,Yes,Yes,salaried,TATA CONSULTANCY SERVICES LIMITED,chqbook-term-loan,3744,24,75000,1770,7866,chqbook-term-loan,4,2,300,2.48,100765,-2,2,-2,11,57.07,0,2,-2,2,0,1,92.2,12,0,183853,8,TRANPLUS,-2,0,-1,3,181703.8,0,213253.8,75,4,181703.8,0,1.37,0,3,0,0,9,51023,12,1,1,6,1,89,-2,6,67,1,21,1,44323,12,1,2,1,0,0,9,323,8,44,48.7,0,213253.8,3,8,66,1,0,3,9,329776,340755,0,0, -   ,"2,65,116",302354,37238,265116,0,0,12,789
5372,0,560040,SOUTH,Bangalore,30,male,graduate,,716,36720,Yes,Yes,salaried,ORACLE INDIA PRIVATE LIMITED,term,2539,60,100000,2360,11551,term,3,2,82,1.03,18353,-2,0,1,7,2.17,0,0,-2,0,0,3,83.13,12,67.39,95257,0,REVOLVER,-2,0,-1,1,125863.35,0,123908.95,45,1,881.35,0,0,12,0,0,0,0,28671,8,12,0,2,0,67,124982,6,100,-1,56,0,35044,8,0,0,-1,35044,96.2,8,184,0,19,75.77,6,2655.95,1,4,25,0,0,0,6,0,1660870,0,0, -   ,"8,11,784",811784,0,811784,0,0,6,732
5373,0,400604,,Mumbai,33,male,post-graduate,,763,32233,Yes,Yes,salaried,TATA CONSULTANCY SERVICES LIMITED,term,12697,60,500000,11800,57750,term,4,1,152,-2,-2,0,-2,0,13,-2,0,0,0,0,0,3,-2,12,-2,0,0,INACTIVE,0,0,-1,-2,0,0,0,40,-2,-2,-2,0,-2,-2,0,-2,-2,-2,7,12,0,1,0,-2,0,6,-9,-1,-2,0,-2,7,0,0,-1,0,-2,7,300,1,30,-2,-2,-2,-2,2,17,0,2,0,7,0,1813177,0,0, -   ,"16,16,134",1616134,0,1616134,0,0,7,742
5374,0,411042,,Pune,35,female,graduate,,732,30000,Yes,Yes,salaried,,term,5423,36,150000,3540,16625,term,2,2,286,0.92,232247,0,0,0,5,1.55,0,1,0,1,14,2,103.72,12,98.58,340711,10,RVLRPLUS,0,0,-1,1,0,0,0,41,1,0,0,7.32,0,1,0,0,0,340900,21,9,3,7,1,99,0,13,100,1,108,1,323838,21,2,0,1,323838,100,18,366,1,16,93.69,0,0,1,9,60,0,0,0,9,0,856651,0,0, -   ,"5,31,435",531435,0,531435,0,0,10,756
5375,0,395010,,Ahmedabad,59,male,graduate,,768,,Yes,Yes,self-employed,ARITECHSOFT INDIA PRIVATE LIMITED,sme-term,18622,42,500000,11800,42842,sme-term,1,2,112,-5,7505,0,0,11,13,49.84,0,0,997668,0,0,3,106.32,12,0,171179,0,TRANSACTOR,2,0,4,1,4088003.45,3,5069153.85,128,1,22259.45,4,2.38,4,1,4.05,4,1,171179,12,5,3,2,0,4,4152456,9,100,-1,25,0,5937,17,0,0,-1,0,0,6,161,2,73,11.5,4,32705.85,1,1,42,0,3,11,3,8405960,693359,69095,0,"69,095","1,15,007",7492445,7377438,115007,738680,0,17,745
5376,0,560059,SOUTH,Bangalore,36,male,graduate,,779,77944,Yes,Yes,salaried,INNOVSOURCE SERVICES PRIVATE LIMITED,fedfina-personal,10846,36,300000,7080,33254,fedfina-personal,1,0,254,-2,51615,-2,0,0,1,0,0,1,0,2,0,1,-2,7,-2,102355,16,REVOLVER,0,0,-1,-2,33831.15,1,0,17,-2,33831.15,-2,5.56,-2,-2,9.09,-2,0,102945,25,2,1,1,3,-2,0,23,-9,1,74,3,101849,25,4,0,1,101849,100,9,262,4,11,-2,-2,33831.15,-2,5,109,2,0,1,8,826881,1267352,0,5540,"5,540","1,01,839",922090,820251,101839,0,0,9,740
5377,0,360110,,Rajkot,58,male,under-graduate,,771,,Yes,Yes,self-employed,MOBURBAN GLOBAL PRIVATE LIMITED,sme-term,38414,36,1019616,24063,132305,sme-term,3,2,143,-1,-1,0,-1,0,11,-1,-1,0,0,0,-1,3,-1,12,-1,-1,0,NOBC,0,-1,-1,-1,0,0,0,46,-1,-1,-1,0,-1,-1,0,-1,-1,-1,9,-1,0,0,0,-1,0,8,-9,-1,-1,0,-1,10,0,0,-1,-1,-1,2,-1,0,24,-1,-1,-1,-1,0,50,2,1,5,1,2553478,0,0,0, -   , -   ,1161613,1161613,0,242096,0,8,755
5378,0,122001,,Delhi NCR,25,male,graduate,,706,30000,Yes,Yes,salaried,sato agrox india pvt ltd,term,7161,45,200000,4720,12064,term,1,-2,328,-2,112103,-2,0,-2,4,0,100,-2,-2,2,0,1,-2,9,-2,102409,0,REVOLVER,-2,0,-1,-2,13881.55,0,13881.55,23,-2,13881.55,-2,0,-2,-2,0,-2,0,102409,3,4,0,1,0,-2,-2,2,100,-1,8,0,93101,3,0,1,-1,0,0,3,403,2,14,-2,-2,13881.55,-2,6,9,0,0,0,3,0,131846,0,0, -   ,"1,03,777",103777,0,103777,0,0,3,717
5379,0,400102,,Mumbai,22,male,graduate,,733,36514,Yes,Yes,salaried,BUSINESS OUTSOURCING SUPPORT SERVICES INDIA LLP,term,4584,12,50000,2360,4341,term,2,-2,316,-2,31945,0,0,0,11,0,0,-2,0,0,0,3,99.41,9,0,31015,0,TRANSACTOR,0,0,-1,1,0,2,0,53,1,-2,0,3.92,0,1,4.55,0,0,33611,21,4,2,1,0,99,0,20,-2,-1,5,0,30844,21,0,1,-1,0,0,21,279,5,41,98.27,0,-2,1,7,23,0,0,0,21,0,164821,0,890,890,"60,663",60663,0,60663,0,0,21,677
5380,0,110032,,Delhi NCR,42,female,others,,739,30000,Yes,Yes,self-employed,NET ACCESS (INDIA) LIMITED,chqbook-term-loan,3536,24,75000,1770,7610,chqbook-term-loan,4,1,316,5.2,129243,-2,1,-2,17,61.22,0,1,-2,2,0,1,86.73,12,83.33,184787,0,RVLRPLUS,-2,1,-1,2,136450.35,0,136450.35,80,3,136450.35,0,0,1,1,0,0,1,86921,20,3,0,7,0,79,-2,10,94,-1,14,0,66761,20,0,3,-1,126661,69.39,16,340,8,57,60.63,0,136450.35,3,9,29,0,0,4,13,108250,417683,0,0, -   ,"2,49,346",298546,49200,249346,0,0,17,765
